447.62999 442.25919 436.88839 431.51758 426.64972 423.63626 421.99283 425.05499 429.56999 434.81076 430.85999 430.21499 425.05499 425.05499 425.05499 425.05499 427.13348 424.40999 425.05499 423.77902 424.40999 424.95294 424.30734 426.34499 421.18499 417.95999 414.73499 413.88263 410.86499 408.92999 403.12499 403.12499 406.99499 408.92999 408.57925 409.77893 413.31097 50.955 53.76599 56.57698 59.38797 62.40502 67.47284 72.09895 79.98 86.43 93.06428 94.17 103.845 111.585 118.68 127.71 136.74 146.22232 147.06 157.38 168.12766 174.14999 181.23491 187.61389 189.62999 196.72499 199.30499 201.88499 203.76092 212.20499 225.10499 234.77999 245.09999 253.48499 257.35499 259.98886 262.32761 263.72482
432.14999 432.49835 432.99545 432.4689 431.99506 432.14999 428.27999 425.05499 422.47499 417.41003 413.44499 414.08999 411.50999 415.37999 416.02499 417.96454 419.29904 418.6239 420.80838 429.56999 436.077 434.72999 436.01999 441.17999 446.22937 449.95917 451.77805 451.45483 450.89218 452.58283 454.46469 455.75232 458.59499 459.2432 457.30499 456.01499 454.72499 128.355 125.5163 123.71797 121.91037 120.05647 125.13 134.16 147.06 163.18499 179.76149 185.76 193.49999 199.94999 198.65999 196.07999 194.86116 196.48126 198.70804 200.28909 205.75499 212.92329 215.42999 216.07499 219.29999 223.46271 228.21396 232.12079 233.83507 235.77417 236.86565 236.90981 237.489 241.22999 245.85089 252.19499 264.44999 286.37999
304.43999 297.34499 288.98596 284.44499 269.60999 259.93499 247.87845 248.96999 239.93999 232.9525 232.19999 232.84499 225.10499 214.78499 207.68999 194.78999 187.04999 178.60007 172.86 165.765 165.11999 164.91359 169.635 172.77791 175.11749 189.62999 196.07999 205.75499 213.49499 219.36188 226.22485 236.06999 247.422 251.54999 260.57999 270.25499 265.09499 250.90499 248.96999 247.61938 243.16499 237.35999 228.97499 220.73885 219.94499 218.65499 218.22499 214.13999 210.43124 214.13999 207.68999 209.62499 205.10999 206.39999 209.60552 206.39999 206.39999 210.91499 216.17116 216.71999 218.48691 217.48227 212.20499 209.62499 208.33499 208.97999 210.58417 210.86421 214.13999 215.8815 220.58999 227.03999 233.48999 230.90999
392.80499 397.96499 405.05999 415.37999 423.11999 436.01999 448.27499 457.30499 461.81999 472.78499 478.58999 486.32999 493.42498 495.35998 497.93998 501.80998 508.25998 515.35499 521.15999 532.12498 539.86498 548.24998 543.08998 545.02498 552.76498 561.14998 567.59998 577.91998 586.30498 594.04498 603.71998 610.16998 618.55498 632.74498 643.06498 650.15998 652.73998 391.51499 374.09999 358.61999 349.58999 345.07499 341.84999 335.39999 330.23999 323.78999 318.62999 310.88999 307.66499 302.50499 299.92499 296.05499 295.40999 292.18499 291.53999 292.18499 297.34499 302.50499 310.88999 299.92499 302.50499 305.72999 307.66499 307.01999 308.30999 308.95499 310.24499 310.88999 314.11499 317.98499 330.88499 334.75499 340.55999 345.07499
409.57499 409.73715 411.71436 413.74045 415.76654 418.36609 423.76499 430.21499 436.66499 439.24499 441.06744 433.43999 423.91638 422.47499 412.79999 408.28499 401.18999 397.31999 392.82251 388.93499 387.64499 388.28999 400.54499 405.70499 410.93106 414.90445 422.47499 426.34499 426.98999 425.05499 428.27999 425.05499 423.11999 422.38446 422.59305 425.05499 432.79499 465.68999 462.82172 458.73868 453.4314 448.12412 444.1691 445.69499 442.46999 441.17999 430.85999 422.95529 418.60499 416.27328 416.02499 418.60499 418.60499 414.08999 407.63999 403.26801 403.12499 398.60999 391.51499 381.83999 379.25999 374.91415 370.48041 363.77999 358.61999 355.39499 348.29999 343.13999 336.68999 336.04499 334.00137 330.51767 325.07999 321.85499
122.55 126.79451 127.71 136.095 147.06 158.02499 169.61693 174.795 178.01999 181.24499 185.79851 190.49982 195.20113 202.82318 201.88499 210.26999 216.07499 219.06964 221.52438 225.74999 232.19999 238.64999 243.45422 253.48499 262.69171 273.79224 283.26556 293.47499 297.98999 299.92499 307.01999 311.53499 319.27499 322.49999 330.23999 337.97999 349.58999 343.78499 343.85037 345.07499 354.74999 360.55499 367.64999 375.24808 374.09999 376.67999 379.25999 383.43564 386.66458 389.89352 393.03952 390.22499 393.44999 393.44999 393.63428 396.8295 394.73999 397.31999 399.89999 404.34558 410.86499 418.42606 424.87949 429.59045 432.14999 431.50499 434.08499 437.30999 441.82499 446.98499 451.49999 456.01499 461.17499 465.68999
478.58999 486.97499 493.57153 496.00498 498.14746 501.98071 504.4097 506.96999 508.42096 513.41999 519.22498 527.60998 533.46826 537.65399 543.73498 552.76178 559.8169 567.11145 574.29816 575.98498 576.96631 577.94763 578.53424 581.78998 588.88498 594.68998 598.24127 604.01337 610.21075 616.59821 615.32998 614.03998 610.81498 609.73199 612.74998  -1 417.95999 415.37999 411.59287 410.21999 410.03619 408.62756 406.19559 400.54499 397.43637 396.02999 390.86999 387.64499 385.54465 385.14871 386.99999 389.31186 391.20892 391.7049 392.47745 391.51499 393.50958 395.50418 396.50632 394.09499 397.31999 399.89999 404.28165 407.99048 410.88861 412.58136 412.79999 407.63999 406.34999 405.96112 405.05999  -1
436.66499 422.47499 419.24999 408.92999 406.99499 399.89999 398.60999 393.44999 392.80499 398.60999 403.12499 401.18999 406.34999 407.63999 409.55762 411.24487 412.79044 412.79999 419.89499 423.11999 428.27999 436.22736 443.15915 447.62999             -1 447.62999 439.24499 435.37499 426.34499 422.47499 412.79999 403.76999 388.28999 378.61499 365.06999 354.74999 345.07499 334.75499 327.65999 318.44864 309.68576 299.88678 297.34499 303.14999 312.17999 317.98499 322.83682 328.87784 327.65999             -1
461.81999 468.26999 480.52499 492.77112 495.35998 511.48498 526.00214 531.47998 542.44498 550.82998 561.79498 560.50498 566.30998 571.46998 572.75998 574.04998 576.57935 577.86725 579.45514 585.65998 592.75498 593.39998 595.68274 600.49498 607.58998 610.81498 608.87998 610.16998 612.74998 609.52498 603.71998 599.1358 599.20498 597.26998 603.71998 610.81498 619.84498 216.07499 218.00999 221.87999 225.39967 225.74999 226.39499 227.48285 228.32999 228.97499 231.55499 239.29499 245.09999 246.38999 252.19499 256.70999 261.22499 265.63995 269.78412 274.6958 282.50999 309.59999 314.75999 320.26776 320.56499 325.72499 325.07999 328.94999 332.17499 337.97999 345.71999 359.26499 371.34369 370.87499 380.54999 381.83999 380.54999 376.67999
651.44998 642.41998 636.61498 629.8877 625.64998 621.95477 618.83502 615.77795 614.91742 614.53815 612.74998 610.96182 608.39532 607.93591 607.4765 606.31403 604.50793 603.94452 603.71442 597.91498 587.59498 585.65998 583.07998 583.07998 583.01825 583.94995 584.79352 583.40772 579.85498 577.91998 579.85498 580.49998 579.74188 580.76862 582.12183 583.02692 582.95392 261.22499 258.64499 264.44999 268.00452 270.25499 270.4928 270.4953 269.54263 268.61188 269.37402 274.12499 278.87596 281.67465 282.60907 283.54349 285.16028 288.29666 289.51367 291.75623 284.44499 288.31499 292.18499 296.05499 292.82999 288.54141 286.04608 284.45905 282.33661 285.08999 283.79999 285.73499 283.79999 281.70966 281.31781 282.24451 282.24994 284.16693
